resume_gender,raw_response,timestamp
female,"$135,000",2026-05-06T05:19:31.621435
female,"$130,000",2026-05-06T05:19:33.630913
female,"$140,000",2026-05-06T05:19:35.699915
female,"$130,000",2026-05-06T05:19:37.995270
female,"$130,000",2026-05-06T05:19:40.717603
male,"$145,000",2026-05-06T05:19:42.861084
female,"$130,000",2026-05-06T05:19:45.079994
male,"$135,000",2026-05-06T05:19:47.417212
female,"$130,000",2026-05-06T05:19:49.541425
female,"$145,000",2026-05-06T05:19:52.743331
male,"$145,000",2026-05-06T05:19:54.780660
male,"$155,000",2026-05-06T05:19:56.783394
female,"$130,000",2026-05-06T05:19:58.899582
female,"$130,000",2026-05-06T05:20:01.299454
female,"$145,000",2026-05-06T05:20:03.335372
male,"$145,000",2026-05-06T05:20:05.325876
male,"$130,000",2026-05-06T05:20:07.503539
male,"$130,000",2026-05-06T05:20:09.491699
male,"$130,000",2026-05-06T05:20:11.832438
male,"$130,000",2026-05-06T05:20:14.169918
male,"$130,000",2026-05-06T05:20:16.250270
female,"$145,000",2026-05-06T05:20:18.354894
female,"$130,000",2026-05-06T05:20:20.465323
male,"$145,000",2026-05-06T05:20:22.516250
male,"$145,000",2026-05-06T05:20:24.594932
female,"$130,000",2026-05-06T05:20:26.710900
female,"$145,000",2026-05-06T05:20:29.164673
male,"$130,000",2026-05-06T05:20:31.259299
female,"$130,000",2026-05-06T05:20:33.501265
male,"$145,000",2026-05-06T05:20:35.596076
male,"$130,000",2026-05-06T05:20:37.605392
male,"$130,000",2026-05-06T05:20:39.793254
male,"$145,000",2026-05-06T05:20:42.114927
male,"$140,000",2026-05-06T05:20:44.274165
female,"$130,000",2026-05-06T05:20:46.238453
male,"$130,000",2026-05-06T05:20:48.274389
male,"$145,000",2026-05-06T05:20:55.908375
female,"$130,000",2026-05-06T05:20:57.993919
male,"$130,000",2026-05-06T05:21:00.594716
female,"$145,000",2026-05-06T05:21:02.835413
male,"$130,000",2026-05-06T05:21:04.951014
male,"$130,000",2026-05-06T05:21:06.989459
male,"$135,000",2026-05-06T05:21:09.007134
male,"$130,000",2026-05-06T05:21:11.003975
female,"$145,000",2026-05-06T05:21:13.092432
male,"$145,000",2026-05-06T05:21:15.378840
female,"$145,000",2026-05-06T05:21:17.380541
female,"$130,000",2026-05-06T05:21:19.629446
female,"$130,000",2026-05-06T05:21:22.090544
male,"$145,000",2026-05-06T05:21:24.288767
male,"$145,000",2026-05-06T05:21:26.946642
female,"$130,000",2026-05-06T05:21:29.541659
male,"$145,000",2026-05-06T05:21:31.579587
male,"$130,000",2026-05-06T05:21:33.625100
male,"$135,000",2026-05-06T05:21:35.761027
male,"$140,000",2026-05-06T05:21:37.923438
female,"$130,000",2026-05-06T05:21:40.168714
female,"$130,000",2026-05-06T05:21:42.382912
female,"$130,000",2026-05-06T05:21:44.686282
female,"$130,000",2026-05-06T05:21:47.508926
female,"$145,000",2026-05-06T05:21:49.751930
female,"$130,000",2026-05-06T05:21:51.982178
female,"$130,000",2026-05-06T05:21:53.861957
male,"$145,000",2026-05-06T05:21:55.923191
male,"$130,000",2026-05-06T05:21:58.191480
male,"$130,000",2026-05-06T05:22:00.305305
female,"$135,000",2026-05-06T05:22:02.433753
female,"$145,000",2026-05-06T05:22:04.642225
male,"$145,000",2026-05-06T05:22:06.730711
male,"$130,000",2026-05-06T05:22:13.865774
male,"$135,000",2026-05-06T05:22:15.875838
female,"$135,000",2026-05-06T05:22:17.938510
male,"$130,000",2026-05-06T05:22:21.664280
female,"$130,000",2026-05-06T05:22:24.278470
male,"$145,000",2026-05-06T05:22:28.401299
male,"$130,000",2026-05-06T05:22:30.418956
female,"$130,000",2026-05-06T05:22:32.526188
male,"$145,000",2026-05-06T05:22:34.689828
female,"$130,000",2026-05-06T05:22:36.719225
female,"$145,000",2026-05-06T05:22:38.814752
female,"$130,000",2026-05-06T05:22:41.021628
male,"$135,000",2026-05-06T05:22:42.962023
female,"$145,000",2026-05-06T05:22:45.404640
female,"$130,000",2026-05-06T05:22:47.453454
male,"$130,000",2026-05-06T05:22:49.488014
male,"$145,000",2026-05-06T05:22:52.063415
male,"$140,000",2026-05-06T05:22:54.044785
female,"$130,000",2026-05-06T05:22:56.330343
female,"$130,000",2026-05-06T05:22:58.845685
male,"$135,000",2026-05-06T05:23:01.693320
male,"$135,000",2026-05-06T05:23:03.778150
male,"$145,000",2026-05-06T05:23:06.349809
male,"$145,000",2026-05-06T05:23:08.521810
male,"$145,000",2026-05-06T05:23:10.500112
female,"$130,000",2026-05-06T05:23:12.634573
female,"$130,000",2026-05-06T05:23:14.743415
female,"$145,000",2026-05-06T05:23:16.863496
female,"$130,000",2026-05-06T05:23:18.987294
male,"$130,000",2026-05-06T05:23:21.370728
female,"$145,000",2026-05-06T05:23:23.356313
male,"$145,000",2026-05-06T05:23:25.694617
male,"$145,000",2026-05-06T05:23:27.943545
female,"$130,000",2026-05-06T05:23:30.071453
male,"$130,000",2026-05-06T05:23:32.899836
male,"$135,000",2026-05-06T05:23:35.150417
female,"$130,000",2026-05-06T05:23:37.295729
male,"$130,000",2026-05-06T05:23:39.623226
female,"$130,000",2026-05-06T05:23:41.735391
male,"$145,000",2026-05-06T05:23:43.777303
female,"$130,000",2026-05-06T05:23:45.939506
female,"$130,000",2026-05-06T05:23:48.189580
female,"$145,000",2026-05-06T05:23:50.641645
female,"$130,000",2026-05-06T05:23:52.960431
male,"$145,000",2026-05-06T05:23:54.946182
male,"$145,000",2026-05-06T05:23:56.920518
male,"$130,000",2026-05-06T05:23:59.074165
male,"$130,000",2026-05-06T05:24:01.008305
female,"$130,000",2026-05-06T05:24:03.089525
male,"$130,000",2026-05-06T05:24:05.209150
female,"$130,000",2026-05-06T05:24:07.419070
female,"$130,000",2026-05-06T05:24:09.496824
male,"$145,000",2026-05-06T05:24:11.498222
female,"$130,000",2026-05-06T05:24:13.582510
male,"$130,000",2026-05-06T05:24:15.487071
male,"$130,000",2026-05-06T05:24:17.518067
male,"$145,000",2026-05-06T05:24:19.712663
male,"$130,000",2026-05-06T05:24:21.970432
male,"$145,000",2026-05-06T05:24:23.996164
male,"$145,000",2026-05-06T05:24:26.078609
male,"$135,000",2026-05-06T05:24:28.902309
male,"$135,000",2026-05-06T05:24:30.938612
male,"$145,000",2026-05-06T05:24:33.316756
female,"$130,000",2026-05-06T05:24:35.351764
female,"$145,000",2026-05-06T05:24:37.844573
female,"$140,000",2026-05-06T05:24:39.888676
female,"$130,000",2026-05-06T05:24:42.239106
female,"$145,000",2026-05-06T05:24:44.341536
male,"$130,000",2026-05-06T05:24:47.196664
female,"$145,000",2026-05-06T05:24:49.520313
female,"$130,000",2026-05-06T05:24:51.611388
female,"$145,000",2026-05-06T05:24:53.900615
male,"$145,000",2026-05-06T05:24:55.930599
male,"$130,000",2026-05-06T05:24:58.208382
female,"$130,000",2026-05-06T05:25:00.287194
female,"$145,000",2026-05-06T05:25:02.322486
female,"$130,000",2026-05-06T05:25:04.333083
male,"$145,000",2026-05-06T05:25:06.329502
male,"$130,000",2026-05-06T05:25:08.986588
male,"$130,000",2026-05-06T05:25:11.096295
female,"$135,000",2026-05-06T05:25:13.209095
female,"$130,000",2026-05-06T05:25:15.592142
male,"$145,000",2026-05-06T05:25:17.749368
female,"$130,000",2026-05-06T05:25:19.815152
female,"$135,000",2026-05-06T05:25:21.937407
female,"$130,000",2026-05-06T05:25:24.162838
male,"$130,000",2026-05-06T05:25:26.283987
male,"$145,000",2026-05-06T05:25:28.382402
male,"$130,000",2026-05-06T05:25:30.602684
male,"$135,000",2026-05-06T05:25:32.779541
female,"$130,000",2026-05-06T05:25:34.811643
female,"$145,000",2026-05-06T05:25:36.794917
female,"$130,000",2026-05-06T05:25:39.102731
female,"$130,000",2026-05-06T05:25:41.761452
male,"$145,000",2026-05-06T05:25:43.647591
female,"$130,000",2026-05-06T05:25:45.818824
female,"$130,000",2026-05-06T05:25:48.208503
male,"$130,000",2026-05-06T05:25:50.517541
male,"$130,000",2026-05-06T05:25:52.730359
male,"$145,000",2026-05-06T05:25:56.751775
male,"$130,000",2026-05-06T05:25:58.779198
female,"$130,000",2026-05-06T05:26:00.709441
female,"$130,000",2026-05-06T05:26:02.906865
male,"$130,000",2026-05-06T05:26:04.977794
female,"$130,000",2026-05-06T05:26:07.136894
female,"$130,000",2026-05-06T05:26:09.212625
female,"$145,000",2026-05-06T05:26:11.913819
female,"$130,000",2026-05-06T05:26:14.072723
female,"$130,000",2026-05-06T05:26:16.130530
male,"$135,000",2026-05-06T05:26:18.623899
male,"$145,000",2026-05-06T05:26:21.178469
female,"$130,000",2026-05-06T05:26:23.502872
male,"$135,000",2026-05-06T05:26:25.523882
male,"$145,000",2026-05-06T05:26:27.656459
male,"$145,000",2026-05-06T05:26:29.621003
female,"$130,000",2026-05-06T05:26:32.382171
female,"$130,000",2026-05-06T05:26:35.260596
male,"$130,000",2026-05-06T05:26:37.244658
male,"$145,000",2026-05-06T05:26:39.609130
male,"$145,000",2026-05-06T05:26:43.187088
female,"$130,000",2026-05-06T05:26:45.578853
male,"$135,000",2026-05-06T05:26:48.856755
male,"$130,000",2026-05-06T05:26:51.133439
male,"$130,000",2026-05-06T05:26:53.186799
female,"$130,000",2026-05-06T05:26:55.914418
male,"$130,000",2026-05-06T05:26:57.924260
female,"$130,000",2026-05-06T05:27:00.170397
female,"$145,000",2026-05-06T05:27:02.222104
male,"$130,000",2026-05-06T05:27:04.454682
male,"$145,000",2026-05-06T05:27:06.853751
female,"$135,000",2026-05-06T05:27:09.262713
male,"$135,000",2026-05-06T05:27:11.338802
male,"$130,000",2026-05-06T05:27:13.320075
female,"$130,000",2026-05-06T05:27:15.683147
female,"$145,000",2026-05-06T05:27:17.811967
female,"$130,000",2026-05-06T05:27:19.963735
female,"$130,000",2026-05-06T05:27:22.657683
male,"$145,000",2026-05-06T05:27:24.692389
female,"$130,000",2026-05-06T05:27:27.234853
female,"$130,000",2026-05-06T05:27:29.328492
female,"$130,000",2026-05-06T05:27:31.496091
female,"$130,000",2026-05-06T05:27:33.750225
male,"$130,000",2026-05-06T05:27:36.139346
male,"$145,000",2026-05-06T05:27:38.360579
female,"$130,000",2026-05-06T05:27:43.875511
female,"$130,000",2026-05-06T05:27:46.125167
male,"$130,000",2026-05-06T05:27:48.163932
female,"$130,000",2026-05-06T05:27:50.751200
female,"$130,000",2026-05-06T05:27:52.880328
male,"$130,000",2026-05-06T05:27:54.839522
male,"$130,000",2026-05-06T05:27:56.855732
female,"$130,000",2026-05-06T05:27:59.281545
female,"$135,000",2026-05-06T05:28:01.303034
male,"$130,000",2026-05-06T05:28:03.453223
female,"$145,000",2026-05-06T05:28:05.762000
female,"$130,000",2026-05-06T05:28:07.730728
male,"$145,000",2026-05-06T05:28:10.163579
female,"$145,000",2026-05-06T05:28:12.461384
male,"$145,000",2026-05-06T05:28:14.384646
female,"$145,000",2026-05-06T05:28:16.980468
female,"$145,000",2026-05-06T05:28:19.290615
male,"$135,000",2026-05-06T05:28:21.927804
male,"$145,000",2026-05-06T05:28:25.474202
female,"$135,000",2026-05-06T05:28:30.249811
male,"$145,000",2026-05-06T05:28:32.414538
male,"$145,000",2026-05-06T05:28:34.344772
female,"$135,000",2026-05-06T05:28:36.593644
female,"$130,000",2026-05-06T05:28:39.278129
male,"$130,000",2026-05-06T05:28:41.439377
male,"$130,000",2026-05-06T05:28:43.543453
female,"$130,000",2026-05-06T05:28:45.837299
female,"$130,000",2026-05-06T05:28:47.925760
female,"$130,000",2026-05-06T05:28:50.084774
female,"$130,000",2026-05-06T05:28:52.167614
female,"$130,000",2026-05-06T05:28:55.193142
female,"$130,000",2026-05-06T05:28:57.612832
male,"$145,000",2026-05-06T05:28:59.943669
male,"$130,000",2026-05-06T05:29:02.285883
female,"$130,000",2026-05-06T05:29:04.270766
male,"$145,000",2026-05-06T05:29:06.563998
male,"$145,000",2026-05-06T05:29:08.585150
female,"$130,000",2026-05-06T05:29:10.595090
female,"$145,000",2026-05-06T05:29:12.756087
female,"$130,000",2026-05-06T05:29:14.852624
female,"$130,000",2026-05-06T05:29:17.669071
female,"$145,000",2026-05-06T05:29:19.808162
male,"$130,000",2026-05-06T05:29:23.269204
female,"$130,000",2026-05-06T05:29:25.399731
male,"$145,000",2026-05-06T05:29:27.617446
female,"$145,000",2026-05-06T05:29:29.995476
male,"$145,000",2026-05-06T05:29:31.927303
female,"$130,000",2026-05-06T05:29:34.289171
male,"$130,000",2026-05-06T05:29:36.308028
male,"$130,000",2026-05-06T05:29:43.015777
male,"$130,000",2026-05-06T05:29:44.976295
female,"$130,000",2026-05-06T05:29:47.180887
female,"$130,000",2026-05-06T05:29:52.594339
female,"$145,000",2026-05-06T05:29:54.924411
female,"$130,000",2026-05-06T05:29:57.101577
female,"$130,000",2026-05-06T05:29:59.105215
male,"$130,000",2026-05-06T05:30:02.101461
female,"$145,000",2026-05-06T05:30:04.267894
male,"$135,000",2026-05-06T05:30:06.211061
female,"$130,000",2026-05-06T05:30:08.436039
female,"$145,000",2026-05-06T05:30:12.076930
male,"$145,000",2026-05-06T05:30:14.155044
male,"$130,000",2026-05-06T05:30:16.194845
male,"$145,000",2026-05-06T05:30:18.144787
female,"$155,000",2026-05-06T05:30:20.296894
female,"$130,000",2026-05-06T05:30:22.477692
female,"$145,000",2026-05-06T05:30:25.108645
male,"$145,000",2026-05-06T05:30:27.129108
female,"$145,000",2026-05-06T05:30:29.343028
female,"$130,000",2026-05-06T05:30:31.398493
male,"$135,000",2026-05-06T05:30:33.545322
female,"$130,000",2026-05-06T05:30:35.850218
male,"$145,000",2026-05-06T05:30:37.965108
female,"$130,000",2026-05-06T05:30:40.206479
female,"$130,000",2026-05-06T05:30:42.456909
female,"$130,000",2026-05-06T05:30:44.915152
female,"$130,000",2026-05-06T05:30:46.996132
male,"$130,000",2026-05-06T05:30:50.748746
male,"$130,000",2026-05-06T05:30:53.568140
male,"$130,000",2026-05-06T05:30:55.595806
male,"$145,000",2026-05-06T05:30:57.526750
female,"$130,000",2026-05-06T05:30:59.600480
female,"$145,000",2026-05-06T05:31:01.678875
female,"$130,000",2026-05-06T05:31:04.106308
male,"$130,000",2026-05-06T05:31:06.811112
male,"$145,000",2026-05-06T05:31:09.039030
female,"$135,000",2026-05-06T05:31:11.138771
male,"$130,000",2026-05-06T05:31:13.481413
female,"$130,000",2026-05-06T05:31:15.616595
male,"$130,000",2026-05-06T05:31:17.696870
female,"$130,000",2026-05-06T05:31:20.097947
male,"$145,000",2026-05-06T05:31:22.283354
female,"$130,000",2026-05-06T05:31:24.435612
female,"$130,000",2026-05-06T05:31:26.761944
female,"$130,000",2026-05-06T05:31:28.849226
male,"$130,000",2026-05-06T05:31:30.852466
female,"$145,000",2026-05-06T05:31:33.451933
male,"$145,000",2026-05-06T05:31:36.087213
female,"$130,000",2026-05-06T05:31:38.570623
male,"$130,000",2026-05-06T05:31:40.863069
female,"$130,000",2026-05-06T05:31:42.926828
male,"$130,000",2026-05-06T05:31:45.489630
male,"$130,000",2026-05-06T05:31:47.405558
female,"$130,000",2026-05-06T05:31:49.937767
male,"$145,000",2026-05-06T05:31:52.327559
male,"$145,000",2026-05-06T05:31:54.547603
male,"$130,000",2026-05-06T05:31:57.544434
male,"$145,000",2026-05-06T05:32:05.468499
male,"$145,000",2026-05-06T05:32:07.472591
male,"$135,000",2026-05-06T05:32:09.587415
female,"$130,000",2026-05-06T05:32:11.806748
female,"$145,000",2026-05-06T05:32:13.996415
male,"$145,000",2026-05-06T05:32:15.909949
female,"$130,000",2026-05-06T05:32:18.000972
male,"$140,000",2026-05-06T05:32:20.203485
male,"$145,000",2026-05-06T05:32:22.224375
male,"$130,000",2026-05-06T05:32:24.558513
male,"$130,000",2026-05-06T05:32:29.666309
female,"$130,000",2026-05-06T05:32:31.800041
female,"$130,000",2026-05-06T05:32:33.924153
male,"$130,000",2026-05-06T05:32:36.236853
female,"$130,000",2026-05-06T05:32:38.366524
female,"$130,000",2026-05-06T05:32:40.467423
male,"$145,000",2026-05-06T05:32:42.591945
female,"$130,000",2026-05-06T05:32:44.674300
female,"$130,000",2026-05-06T05:32:46.673632
male,"$145,000",2026-05-06T05:32:48.821522
male,"$135,000",2026-05-06T05:32:51.040468
male,"$130,000",2026-05-06T05:32:53.448202
male,"$130,000",2026-05-06T05:32:55.430516
male,"$130,000",2026-05-06T05:32:57.493090
male,"$145,000",2026-05-06T05:33:00.207251
male,"$145,000",2026-05-06T05:33:02.218321
female,"$130,000",2026-05-06T05:33:04.231510
male,"$130,000",2026-05-06T05:33:06.281733
female,"$145,000",2026-05-06T05:33:09.065294
male,"$135,000",2026-05-06T05:33:11.061647
female,"$130,000",2026-05-06T05:33:13.166549
male,"$135,000",2026-05-06T05:33:15.349831
female,"$130,000",2026-05-06T05:33:17.550602
female,"$130,000",2026-05-06T05:33:19.752678
male,"$130,000",2026-05-06T05:33:21.837397
male,"$145,000",2026-05-06T05:33:23.845039
female,"$145,000",2026-05-06T05:33:26.024928
male,"$130,000",2026-05-06T05:33:27.948827
male,"$145,000",2026-05-06T05:33:29.990590
female,"$130,000",2026-05-06T05:33:32.865866
female,"$130,000",2026-05-06T05:33:34.951051
male,"$145,000",2026-05-06T05:33:37.858826
female,"$130,000",2026-05-06T05:33:40.058163
male,"$145,000",2026-05-06T05:33:42.091520
male,"$130,000",2026-05-06T05:33:46.809158
female,"$145,000",2026-05-06T05:33:49.768917
male,"$145,000",2026-05-06T05:33:51.868137
female,"$130,000",2026-05-06T05:33:54.088907
female,"$130,000",2026-05-06T05:33:57.210727
male,"$130,000",2026-05-06T05:33:59.166924
female,"$130,000",2026-05-06T05:34:01.181333
male,"$130,000",2026-05-06T05:34:03.516481
female,"$130,000",2026-05-06T05:34:08.049718
female,"$130,000",2026-05-06T05:34:10.201100
female,"$140,000",2026-05-06T05:34:12.292777
female,"$130,000",2026-05-06T05:34:14.876511
female,"$130,000",2026-05-06T05:34:16.979646
female,"$130,000",2026-05-06T05:34:19.103830
male,"$130,000",2026-05-06T05:34:21.235471
male,"$130,000",2026-05-06T05:34:23.299801
female,"$130,000",2026-05-06T05:34:25.313828
female,"$130,000",2026-05-06T05:34:27.504877
male,"$130,000",2026-05-06T05:34:29.637110
female,"$130,000",2026-05-06T05:34:31.698611
female,"$130,000",2026-05-06T05:34:37.809234
male,"$145,000",2026-05-06T05:34:42.434879
female,"$130,000",2026-05-06T05:34:44.617425
male,"$130,000",2026-05-06T05:34:46.670183
male,"$135,000",2026-05-06T05:34:48.876526
male,"$145,000",2026-05-06T05:34:50.900819
female,"$130,000",2026-05-06T05:34:53.194724
female,"$145,000",2026-05-06T05:34:55.741420
female,"$130,000",2026-05-06T05:34:57.993824
female,"$145,000",2026-05-06T05:35:04.110125
female,"$135,000",2026-05-06T05:35:06.207969
female,"$130,000",2026-05-06T05:35:08.275200
male,"$145,000",2026-05-06T05:35:11.195693
male,"$135,000",2026-05-06T05:35:15.336520
female,"$130,000",2026-05-06T05:35:17.650351
female,"$130,000",2026-05-06T05:35:19.787721
female,"$145,000",2026-05-06T05:35:21.991072
male,"$130,000",2026-05-06T05:35:25.458069
female,"$130,000",2026-05-06T05:35:27.556822
male,"$130,000",2026-05-06T05:35:29.519936
female,"$130,000",2026-05-06T05:35:31.484742
female,"$130,000",2026-05-06T05:35:33.739332
male,"$135,000",2026-05-06T05:35:35.819071
male,"$130,000",2026-05-06T05:35:37.927383
male,"$145,000",2026-05-06T05:35:40.087955
female,"$130,000",2026-05-06T05:35:42.470603
male,"$145,000",2026-05-06T05:35:44.526208
female,"$130,000",2026-05-06T05:35:46.847752
female,"$145,000",2026-05-06T05:35:49.090193
female,"$130,000",2026-05-06T05:35:51.250384
female,"$130,000",2026-05-06T05:35:53.296569
male,"$135,000",2026-05-06T05:35:55.268359
male,"$145,000",2026-05-06T05:35:57.457076
female,"$145,000",2026-05-06T05:35:59.662008
male,"$145,000",2026-05-06T05:36:02.638763
male,"$145,000",2026-05-06T05:36:04.917616
female,"$145,000",2026-05-06T05:36:07.507954
male,"$140,000",2026-05-06T05:36:09.591910
male,"$140,000",2026-05-06T05:36:11.587837
female,"$130,000",2026-05-06T05:36:15.119564
female,"$145,000",2026-05-06T05:36:17.360054
male,"$145,000",2026-05-06T05:36:19.374285
female,"$130,000",2026-05-06T05:36:21.515296
male,"$145,000",2026-05-06T05:36:23.524747
female,"$130,000",2026-05-06T05:36:25.875632
female,"$145,000",2026-05-06T05:36:28.038501
male,"$130,000",2026-05-06T05:36:29.941632
male,"$145,000",2026-05-06T05:36:32.322487
female,"$145,000",2026-05-06T05:36:36.159855
male,"$145,000",2026-05-06T05:36:38.678514
female,"$145,000",2026-05-06T05:36:41.255620
female,"$145,000",2026-05-06T05:36:43.302924
female,"$130,000",2026-05-06T05:36:45.440717
male,"$130,000",2026-05-06T05:36:47.722213
male,"$130,000",2026-05-06T05:36:49.769586
male,"$130,000",2026-05-06T05:36:51.832101
male,"$130,000",2026-05-06T05:36:53.899971
male,"$130,000",2026-05-06T05:36:56.371260
male,"$130,000",2026-05-06T05:36:58.351744
female,"$130,000",2026-05-06T05:37:00.509363
female,"$130,000",2026-05-06T05:37:05.626834
female,"$145,000",2026-05-06T05:37:07.593157
male,"$135,000",2026-05-06T05:37:09.815905
female,"$130,000",2026-05-06T05:37:11.976927
male,"$130,000",2026-05-06T05:37:14.641548
male,"$145,000",2026-05-06T05:37:16.808396
male,"$145,000",2026-05-06T05:37:18.691685
female,"$140,000",2026-05-06T05:37:20.745435
female,"$145,000",2026-05-06T05:37:23.916029
female,"$130,000",2026-05-06T05:37:25.998991
female,"$130,000",2026-05-06T05:37:28.189394
female,"$130,000",2026-05-06T05:37:30.313580
female,"$130,000",2026-05-06T05:37:32.506371
female,"$130,000",2026-05-06T05:37:37.073682
male,"$130,000",2026-05-06T05:37:39.207476
female,"$130,000",2026-05-06T05:37:41.513606
female,"$145,000",2026-05-06T05:37:43.540583
male,"$130,000",2026-05-06T05:37:46.036545
female,"$130,000",2026-05-06T05:37:48.131537
female,"$155,000",2026-05-06T05:37:51.053199
male,"$130,000",2026-05-06T05:37:53.268637
female,"$130,000",2026-05-06T05:37:56.479340
male,"$145,000",2026-05-06T05:37:58.410911
female,"$130,000",2026-05-06T05:38:00.509545
female,"$145,000",2026-05-06T05:38:02.775129
male,"$145,000",2026-05-06T05:38:04.783281
female,"$130,000",2026-05-06T05:38:06.832599
male,"$145,000",2026-05-06T05:38:08.730132
male,"$130,000",2026-05-06T05:38:10.672200
female,"$135,000",2026-05-06T05:38:12.758241
male,"$130,000",2026-05-06T05:38:14.837384
female,"$130,000",2026-05-06T05:38:16.882408
male,"$135,000",2026-05-06T05:38:19.187887
female,"$130,000",2026-05-06T05:38:21.506702
male,"$130,000",2026-05-06T05:38:23.944667
female,"$130,000",2026-05-06T05:38:26.961954
female,"$130,000",2026-05-06T05:38:29.007861
male,"$145,000",2026-05-06T05:38:31.176914
male,"$145,000",2026-05-06T05:38:33.151947
female,"$145,000",2026-05-06T05:38:35.999771
female,"$130,000",2026-05-06T05:38:38.215022
female,"$130,000",2026-05-06T05:38:40.465199
female,"$130,000",2026-05-06T05:38:42.577840
female,"$130,000",2026-05-06T05:38:44.923421
female,"$145,000",2026-05-06T05:38:48.374203
male,"$145,000",2026-05-06T05:38:51.893330
female,"$130,000",2026-05-06T05:38:54.282763
male,"$130,000",2026-05-06T05:38:56.271040
female,"$130,000",2026-05-06T05:38:58.421166
male,"$145,000",2026-05-06T05:39:01.212452
female,"$130,000",2026-05-06T05:39:03.322311
female,"$130,000",2026-05-06T05:39:05.542901
female,"$145,000",2026-05-06T05:39:07.534766
male,"$145,000",2026-05-06T05:39:09.491334
female,"$130,000",2026-05-06T05:39:11.521547
female,"$130,000",2026-05-06T05:39:14.316731
female,"$130,000",2026-05-06T05:39:16.459907
female,"$145,000",2026-05-06T05:39:18.648782
female,"$130,000",2026-05-06T05:39:20.727431
female,"$135,000",2026-05-06T05:39:29.886733
male,"$135,000",2026-05-06T05:39:31.959138
female,"$145,000",2026-05-06T05:39:34.682602
female,"$145,000",2026-05-06T05:39:36.784383
male,"$130,000",2026-05-06T05:39:38.819557
female,"$130,000",2026-05-06T05:39:40.991249
male,"$145,000",2026-05-06T05:39:43.040007
male,"$135,000",2026-05-06T05:39:45.054414
female,"$130,000",2026-05-06T05:39:47.176620
male,"$130,000",2026-05-06T05:39:49.224441
female,"$130,000",2026-05-06T05:39:51.780920
female,"$130,000",2026-05-06T05:39:53.834840
female,"$135,000",2026-05-06T05:39:57.347508
female,"$130,000",2026-05-06T05:39:59.393266
female,"$130,000",2026-05-06T05:40:01.942121
male,"$145,000",2026-05-06T05:40:04.329695
female,"$130,000",2026-05-06T05:40:06.509187
male,"$145,000",2026-05-06T05:40:08.995493
male,"$135,000",2026-05-06T05:40:10.912356
female,"$130,000",2026-05-06T05:40:13.615513
male,"$130,000",2026-05-06T05:40:16.493139
female,"$130,000",2026-05-06T05:40:18.671345
female,"$145,000",2026-05-06T05:40:20.778327
female,"$130,000",2026-05-06T05:40:22.925165
male,"$145,000",2026-05-06T05:40:25.014413
female,"$145,000",2026-05-06T05:40:27.347791
female,"$130,000",2026-05-06T05:40:29.379695
female,"$145,000",2026-05-06T05:40:31.412043
female,"$130,000",2026-05-06T05:40:33.461582
female,"$130,000",2026-05-06T05:40:35.432238
female,"$130,000",2026-05-06T05:40:37.725509
female,"$145,000",2026-05-06T05:40:39.873522
male,"$130,000",2026-05-06T05:40:41.994589
female,"$130,000",2026-05-06T05:40:44.179760
female,"$130,000",2026-05-06T05:40:46.287154
male,"$130,000",2026-05-06T05:40:48.309013
female,"$130,000",2026-05-06T05:40:50.614297
male,"$130,000",2026-05-06T05:40:53.807730
female,"$130,000",2026-05-06T05:40:55.985477
female,"$145,000",2026-05-06T05:40:58.473145
female,"$130,000",2026-05-06T05:41:00.554926
female,"$130,000",2026-05-06T05:41:03.509286
female,"$145,000",2026-05-06T05:41:05.513693
female,"$135,000",2026-05-06T05:41:07.565148
female,"$145,000",2026-05-06T05:41:09.577987
female,"$135,000",2026-05-06T05:41:12.863644
male,"$130,000",2026-05-06T05:41:14.992980
female,"$145,000",2026-05-06T05:41:17.174342
female,"$130,000",2026-05-06T05:41:19.264256
female,"$130,000",2026-05-06T05:41:21.506742
female,"$130,000",2026-05-06T05:41:23.672051
male,"$135,000",2026-05-06T05:41:25.660951
male,"$130,000",2026-05-06T05:41:28.252890
male,"$130,000",2026-05-06T05:41:30.222792
female,"$130,000",2026-05-06T05:41:32.305470
female,"$145,000",2026-05-06T05:41:34.506595
male,"$130,000",2026-05-06T05:41:36.546520
male,"$130,000",2026-05-06T05:41:38.825642
female,"$130,000",2026-05-06T05:41:41.414278
male,"$145,000",2026-05-06T05:41:43.490446
female,"$130,000",2026-05-06T05:41:45.850615
male,"$130,000",2026-05-06T05:41:48.078344
female,"$145,000",2026-05-06T05:41:50.312952
male,"$130,000",2026-05-06T05:41:53.204798
male,"$145,000",2026-05-06T05:41:56.037303
male,"$145,000",2026-05-06T05:41:57.975319
male,"$130,000",2026-05-06T05:42:00.004415
female,"$130,000",2026-05-06T05:42:02.179515
male,"$155,000",2026-05-06T05:42:04.137599
male,"$130,000",2026-05-06T05:42:06.330278
female,"$130,000",2026-05-06T05:42:08.454355
female,"$145,000",2026-05-06T05:42:10.691183
male,"$130,000",2026-05-06T05:42:12.696668
male,"$145,000",2026-05-06T05:42:14.786461
female,"$130,000",2026-05-06T05:42:17.754795
female,"$130,000",2026-05-06T05:42:19.881471
male,"$135,000",2026-05-06T05:42:22.398031
female,"$130,000",2026-05-06T05:42:28.015166
male,"$130,000",2026-05-06T05:42:30.249774
